http://dbpedia.org/resource/Argentina|Argentina
http://dbpedia.org/resource/Bangladesh|Bangladesh
http://dbpedia.org/resource/Cape_Verde|Cape Verde
http://dbpedia.org/resource/Central_African_Republic|Central African Republic
http://dbpedia.org/resource/Costa_Rica|Costa Rica
http://dbpedia.org/resource/Dominican_Republic|Dominican Republic
http://dbpedia.org/resource/East_Timor|East Timor
http://dbpedia.org/resource/Equatorial_Guinea|Equatorial Guinea
http://dbpedia.org/resource/Guatemala|Guatemala
http://dbpedia.org/resource/Guinea-Bissau|Guinea-Bissau
http://dbpedia.org/resource/Indonesia|Indonesia
http://dbpedia.org/resource/Kyrgyzstan|Kyrgyzstan
http://dbpedia.org/resource/Lithuania|Lithuania
http://dbpedia.org/resource/Luxembourg|Luxembourg
http://dbpedia.org/resource/Madagascar|Madagascar
http://dbpedia.org/resource/Montenegro|Montenegro
http://dbpedia.org/resource/Mozambique|Mozambique
http://dbpedia.org/resource/Nicaragua|Nicaragua
http://dbpedia.org/resource/Papua_New_Guinea|Papua New Guinea
http://dbpedia.org/resource/Saint_Kitts_and_Nevis|Saint Kitts and Nevis
http://dbpedia.org/resource/Saint_Lucia|Saint Lucia
http://dbpedia.org/resource/Saint_Vincent_and_the_Grenadines|Saint Vincent and the Grenadines
http://dbpedia.org/resource/San_Marino|San Marino
http://dbpedia.org/resource/Seychelles|Seychelles
http://dbpedia.org/resource/South_Africa|South Africa
http://dbpedia.org/resource/Sri_Lanka|Sri Lanka
http://dbpedia.org/resource/Swaziland|Swaziland
http://dbpedia.org/resource/Switzerland|Switzerland
http://dbpedia.org/resource/Tajikistan|Tajikistan
http://dbpedia.org/resource/The_Gambia|The Gambia
http://dbpedia.org/resource/United_Kingdom|United Kingdom
http://dbpedia.org/resource/Uzbekistan|Uzbekistan
http://dbpedia.org/resource/Venezuela|Venezuela
http://dbpedia.org/resource/Ivory_Coast|Ivory Coast
http://dbpedia.org/resource/Republic_of_Ireland|Republic of Ireland
http://dbpedia.org/resource/Bahrain|Bahrain
http://dbpedia.org/resource/Belgium|Belgium
http://dbpedia.org/resource/Belize|Belize
http://dbpedia.org/resource/Botswana|Botswana
http://dbpedia.org/resource/Brazil|Brazil
http://dbpedia.org/resource/Bulgaria|Bulgaria
http://dbpedia.org/resource/Canada|Canada
http://dbpedia.org/resource/Chile|Chile
http://dbpedia.org/resource/Comoros|Comoros
http://dbpedia.org/resource/Cyprus|Cyprus
http://dbpedia.org/resource/Denmark|Denmark
http://dbpedia.org/resource/Dominica|Dominica
http://dbpedia.org/resource/Estonia|Estonia
http://dbpedia.org/resource/Ethiopia|Ethiopia
http://dbpedia.org/resource/Federated_States_of_Micronesia|Federated States of Micronesia
http://dbpedia.org/resource/Fiji|Fiji
http://dbpedia.org/resource/Finland|Finland
http://dbpedia.org/resource/France|France
http://dbpedia.org/resource/Germany|Germany
http://dbpedia.org/resource/Ghana|Ghana
http://dbpedia.org/resource/Afghanistan|Afghanistan
http://dbpedia.org/resource/Algeria|Algeria
http://dbpedia.org/resource/Andorra|Andorra
